Breed,Age,Nutrition_Protein,Nutrition_Carbohydrates,Nutrition_Minerals,Health_Status,Lactation_Stage,Reproductive_Status,Milking_Frequency,Environmental_Temperature,Environmental_Humidity,Environmental_Housing,Previous_Milk_Production,Milk_Production
Jersey,5,23.304292485394292,32.48442520542398,12.01065152049945,Unhealthy,Late Lactation,Post-Calving,Three times a day,35.430268016689446,71.83146924706008,Barn,8.087288599622953,19.239553094682517
Ayrshire,5,21.970672355870065,39.686107651434185,15.142010400093392,Healthy,Early Lactation,Calving,Two times a day,34.163621830330214,53.608649538213385,Barn,3.2393436880588067,14.458020148955558
Guernsey,7,23.385330885976835,30.671676757570022,17.362288825285503,Healthy,Mid-Lactation,Pregnant,Three times a day,21.411966302111757,40.26101641715548,Pasture,14.016359252773587,12.891263092636443
Holstein,7,26.032684817512337,41.42860230198623,14.364195987295929,Healthy,Late Lactation,Pregnant,Three times a day,20.868970631623185,59.18076948445415,Pasture,18.53613418220081,14.567056749531238
Jersey,3,19.749078818937022,44.199666509903196,16.667719097838972,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,20.45572970568066,40.63414181494268,Barn,7.507547077986397,9.561940376364431
Holstein,5,23.393206022564854,35.09653240726677,10.943274262910435,Unhealthy,Early Lactation,Pregnant,Three times a day,23.141696172692807,43.679380426832,Barn,4.831700013416668,10.10452955603348
Holstein,3,25.054612453324644,37.75859072571498,17.480047363714036,Unhealthy,Early Lactation,Pregnant,Three times a day,26.95676926948045,53.067560901269935,Pasture,11.097338339983141,17.02414770889488
Guernsey,3,29.383000258217205,35.683654170882214,18.12713619893062,Unhealthy,Early Lactation,Calving,Two times a day,25.528026528757813,57.486881982407084,Pasture,15.923718968677406,13.618570732870056
Jersey,3,21.03033338490503,30.100655854560898,17.06837855780541,Unhealthy,Early Lactation,Pregnant,Two times a day,20.23855677075585,51.178777649185946,Pasture,0.07535389101066103,17.944866503832834
Ayrshire,3,22.311008974994948,35.788117543426736,19.672635875263655,Unhealthy,Mid-Lactation,Pregnant,Two times a day,18.130833838646833,63.274610660188316,Pasture,12.627548727908584,17.816535071485372
Ayrshire,5,22.552303079069084,41.875803888920196,18.266520574606403,Healthy,Early Lactation,Calving,Three times a day,15.301867499668688,42.213991568723806,Barn,11.930320013972617,19.529800680884982
Guernsey,3,25.266457891738593,38.93983263275223,19.030937278765382,Healthy,Early Lactation,Post-Calving,Two times a day,18.69511772799609,45.78318840958339,Barn,6.363043716083201,14.004293176906684
Guernsey,5,22.28078463648002,31.518898719227384,19.33571083457648,Unhealthy,Late Lactation,Post-Calving,Three times a day,31.92855288465884,67.81033603021734,Barn,9.028460072099406,10.046034353234841
Jersey,5,24.402143103596348,42.70709234540678,18.013479918738085,Healthy,Early Lactation,Calving,Three times a day,20.84732566429399,45.68563414391671,Pasture,4.9392644832364185,3.3262340041816474
Ayrshire,7,27.38148395814035,37.96628017327864,16.74258842006499,Unhealthy,Late Lactation,Calving,Two times a day,26.246443442916235,65.5910080628169,Pasture,15.797714759036856,14.107611192948346
Ayrshire,5,26.464627129346443,42.62585042617014,10.057185813607893,Healthy,Early Lactation,Post-Calving,Three times a day,29.19122757415787,42.18738483013462,Barn,12.690698667322152,5.831554335198614
Ayrshire,7,23.356423758151028,38.70332278177544,14.658257532231247,Unhealthy,Early Lactation,Post-Calving,Two times a day,36.28418166795857,56.295291164765615,Barn,10.654232440779705,5.658951360746625
Holstein,5,28.370594132090027,38.3953266725691,15.71162298622361,Healthy,Late Lactation,Post-Calving,Three times a day,36.33252236144207,47.09637880484729,Barn,7.850523968356544,4.765755528961362
Ayrshire,5,24.697682995126357,31.578887777955185,13.040302724479996,Healthy,Early Lactation,Post-Calving,Three times a day,32.89760960835262,44.38545130140746,Barn,5.827687720414643,17.502441147029003
Holstein,5,24.47887007402655,32.51039599707942,13.18104446903472,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,15.843767809164035,62.681311340049106,Barn,16.454729720868627,17.359288933643164
Jersey,7,18.4102531912699,44.58037884744887,19.61159415710165,Unhealthy,Mid-Lactation,Calving,Three times a day,28.801690058049957,77.13343088022486,Barn,9.028153408671379,12.619408897401163
Holstein,7,29.84031576428594,33.42730120132156,18.91710865202746,Healthy,Early Lactation,Pregnant,Two times a day,33.878003299956156,42.19148191694195,Pasture,10.028948396833455,9.459619627414718
Jersey,3,19.475649702355522,44.66178176985552,18.49179005501704,Healthy,Mid-Lactation,Post-Calving,Three times a day,15.414913074320717,56.86216992872137,Barn,10.416574610814832,13.442289201975981
Ayrshire,7,20.77357094913176,37.97869059786395,14.060118017061107,Unhealthy,Late Lactation,Post-Calving,Two times a day,28.19243072775788,68.30141750981775,Barn,8.96733870863153,12.144589005967815
Ayrshire,7,18.62036204689832,32.03683570595906,10.136985504089145,Healthy,Early Lactation,Pregnant,Three times a day,35.5863394988647,58.507513267513076,Barn,5.121768524768475,8.314684966467746
Jersey,7,25.680035602042963,31.489533041305393,10.80222246455714,Unhealthy,Early Lactation,Pregnant,Two times a day,26.378449820214406,72.25983784420981,Barn,2.4068088048610403,7.592617349712687
Guernsey,7,20.69641412367216,33.1329610605861,13.121963682176037,Unhealthy,Late Lactation,Pregnant,Two times a day,15.098548869538764,47.185812634565266,Barn,1.9707453433548139,7.655886162907004
Jersey,3,20.16012524967268,43.88455995038004,10.15742912995677,Healthy,Late Lactation,Pregnant,Three times a day,15.264320600054578,78.38376820110962,Barn,15.149250466813772,11.782668063120765
Guernsey,7,19.062667010678897,36.2122533649234,10.17149781915198,Unhealthy,Late Lactation,Pregnant,Two times a day,24.99926489793001,55.40650511090162,Barn,4.470556446030227,12.953387122416517
Holstein,5,19.23970748548819,35.93151401989371,19.16603301642411,Healthy,Early Lactation,Pregnant,Three times a day,18.72020801800211,53.662785317771004,Pasture,1.1134562990795116,9.03483507030884
Holstein,5,25.016048405311064,34.69809391605261,17.06158502119054,Healthy,Late Lactation,Calving,Three times a day,30.94681577023823,74.98423178012663,Barn,15.95034813391772,19.373829004260863
Holstein,7,26.258494390399143,32.205927758498824,13.089559900681527,Unhealthy,Late Lactation,Pregnant,Two times a day,32.0111823577477,62.55468127567066,Pasture,3.08123305721296,1.6769143600896208
Ayrshire,7,22.768547861572813,37.3177679578861,11.326445776009532,Healthy,Mid-Lactation,Pregnant,Two times a day,19.269115091055085,60.65777367611286,Pasture,12.502921834667081,6.94094051907554
Holstein,5,23.75876497910488,31.95071673766708,15.116357178950771,Unhealthy,Mid-Lactation,Calving,Two times a day,36.32479892458764,69.07911678113723,Pasture,6.772865428957264,8.381493662508818
Guernsey,5,26.231612831795807,42.532203545734916,10.053461608543644,Unhealthy,Early Lactation,Pregnant,Two times a day,25.60578827949422,63.19336953124362,Barn,2.5296051338261893,0.33842686929886234
Holstein,3,18.208557482225757,35.5559547941296,19.38413743858144,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,18.42830178220617,46.500625790284616,Barn,8.289619585087198,7.299143753364503
Jersey,5,21.877567884843344,35.62205351672694,14.148151193889472,Healthy,Mid-Lactation,Post-Calving,Three times a day,33.34203835366549,66.96790491459718,Barn,0.2961772226525028,5.474198343456851
Jersey,5,29.677172976844158,37.11009642724734,14.023349552373327,Unhealthy,Late Lactation,Pregnant,Two times a day,33.95938800040255,45.338755171285136,Barn,16.820899650251206,10.120725404549615
Ayrshire,7,24.961346756345616,36.66191569748627,13.905936075817822,Healthy,Late Lactation,Calving,Three times a day,30.34309134397098,72.23430821336248,Barn,10.269959226837145,6.728210943665385
Jersey,5,21.05069495876992,44.92286959588982,10.693283303877648,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,35.48317327686128,79.58946390849084,Barn,2.7832002181592363,14.523642698929224
Guernsey,3,24.26076055963456,38.18071681827454,16.383222397918267,Unhealthy,Mid-Lactation,Calving,Two times a day,32.69695132873611,55.09550499899105,Barn,4.739606367779694,10.19864990815297
Holstein,5,22.111841857450983,31.32302555684806,17.330036196283533,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,36.17293769344778,57.790235928080506,Barn,8.959503842770534,2.5952446699252874
Ayrshire,7,24.38693986591559,39.10316012365395,16.7612539758829,Healthy,Early Lactation,Pregnant,Three times a day,25.41331316365151,41.85734621931249,Barn,3.777387656310973,15.001226482886945
Holstein,7,19.508898141679786,32.2737643930482,11.384354933293944,Healthy,Early Lactation,Calving,Two times a day,32.942331074386615,40.549327523303134,Barn,5.371983230021717,1.984577921653532
Holstein,5,19.592575845831327,30.464064670970128,15.788401680355925,Unhealthy,Early Lactation,Calving,Three times a day,38.99403752229706,76.8567733950531,Pasture,10.687711284705264,16.780983361587147
Guernsey,7,19.722508344472715,44.56113230515872,15.694844841722539,Unhealthy,Mid-Lactation,Calving,Three times a day,32.398348740470865,45.14496241756768,Barn,16.65218026076771,18.628443881724387
Jersey,3,29.2778375031221,41.60308337301846,18.684107879413823,Healthy,Mid-Lactation,Post-Calving,Three times a day,17.74041072569117,57.83114990237881,Barn,8.036793713798415,6.4489058036970786
Jersey,3,26.794787020096102,44.701634886206506,13.79127658375647,Healthy,Early Lactation,Post-Calving,Two times a day,27.43964933830039,72.61418495422245,Barn,14.339505471070966,18.52285266525862
Holstein,5,19.948582735947852,37.16817672033363,13.714859436594342,Healthy,Early Lactation,Post-Calving,Three times a day,29.09634698983267,75.57275039713278,Pasture,17.53368426921297,15.860163182450766
Ayrshire,5,20.260189005187218,37.98386296723464,16.185270587181854,Unhealthy,Mid-Lactation,Pregnant,Two times a day,19.181056201713382,60.77590741133871,Barn,4.32601880592324,18.4487122200754
Jersey,5,26.769953698450514,32.52505433878695,16.33072653499513,Healthy,Late Lactation,Post-Calving,Three times a day,38.109399220272905,62.60130099903799,Barn,16.143839408043203,13.325402738416955
Ayrshire,7,19.873966137506088,33.703611400013784,14.692852273257904,Unhealthy,Early Lactation,Pregnant,Two times a day,19.213914663230792,66.7873588985309,Pasture,15.148043966620548,4.712880788428437
Jersey,3,20.814735520017944,42.57823822354242,14.430593623304212,Healthy,Mid-Lactation,Calving,Three times a day,19.261390073117347,78.45529880574861,Barn,7.1387459589627,17.89046473821945
Ayrshire,3,29.560161993844787,35.342784706763915,14.941476706378827,Unhealthy,Mid-Lactation,Calving,Two times a day,36.96401131138932,64.1067984377802,Pasture,19.790399190017343,3.6853015234148745
Guernsey,7,21.06367829674118,42.402224606946284,18.61045299503312,Unhealthy,Late Lactation,Pregnant,Two times a day,26.164930394920106,62.37901037825385,Pasture,5.251447428719141,4.261211020350711
Ayrshire,3,25.939588204453763,40.635205864305476,14.6116690125391,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,16.51651870258839,40.58136541063963,Pasture,5.096065320633912,5.421259802807274
Guernsey,5,29.743575448806364,32.65756387907798,19.399317919698227,Healthy,Mid-Lactation,Pregnant,Three times a day,29.356499998524686,43.23798808089424,Pasture,15.445183293063955,6.084926229731693
Guernsey,5,22.491561205677513,37.611695491796134,15.04003763596326,Healthy,Early Lactation,Calving,Three times a day,29.44383236719315,63.08686506495985,Barn,8.693146361021684,10.289592842620612
Ayrshire,5,18.210191890344746,40.16080982278075,19.492006931808916,Healthy,Early Lactation,Calving,Two times a day,16.548018208477483,77.44961551228812,Pasture,6.615899895620865,14.26914720868088
Guernsey,3,20.929767485068492,33.52555822205738,18.328319018690756,Unhealthy,Late Lactation,Pregnant,Three times a day,38.34053989520789,74.6676539359758,Pasture,3.573256106782059,18.524163488013674
Holstein,5,27.970526296100466,42.46032765780115,13.624313226158291,Unhealthy,Late Lactation,Post-Calving,Three times a day,28.056719167069815,79.30315691968818,Barn,15.30664861869088,1.7687517467100489
Guernsey,7,28.37530603146044,38.172414863177806,18.63641421296616,Healthy,Mid-Lactation,Post-Calving,Three times a day,28.435097332314342,61.11336150245096,Barn,15.726436122721541,19.087387244564717
Jersey,7,27.222232374285497,32.47863075663905,11.100632842011152,Unhealthy,Early Lactation,Pregnant,Three times a day,27.482769948057467,71.51723753751068,Barn,11.331280064602808,18.42645934193627
Ayrshire,3,19.357317828918877,38.74476639246904,19.250471753430144,Unhealthy,Late Lactation,Pregnant,Three times a day,29.65756271147088,73.61601325957362,Pasture,19.146272263827456,1.0799858436207788
Holstein,7,27.546124460356836,44.99570706233871,16.316435150828916,Unhealthy,Late Lactation,Post-Calving,Three times a day,21.34319406657012,65.92126629323447,Barn,6.363265408453085,7.206422753831254
Ayrshire,7,29.02413356392205,32.2578223749512,10.543907485223112,Healthy,Late Lactation,Calving,Three times a day,21.89379235139618,53.54999616858029,Pasture,4.392380909586744,16.26286780598673
Jersey,3,25.207314510554834,42.25135395179292,16.442567236508115,Unhealthy,Mid-Lactation,Pregnant,Two times a day,27.272138155107186,58.79913738631178,Pasture,13.549335378689237,12.231530909588022
Jersey,5,29.29050427605678,33.10963504781337,19.74247654144756,Healthy,Early Lactation,Post-Calving,Two times a day,34.36046051432591,74.31668288974271,Barn,15.168172815994094,15.581878867635409
Jersey,5,27.92206660454253,41.73582494190131,10.698006546146289,Healthy,Late Lactation,Post-Calving,Three times a day,16.19674983586029,51.94191703928656,Barn,4.4981194110364475,14.38066677579775
Guernsey,5,26.003658203890886,41.0186688468212,15.546877097800863,Healthy,Early Lactation,Calving,Two times a day,29.481701093285903,76.94972525066595,Barn,1.5322152852222648,9.93540226254327
Guernsey,3,24.92622284054098,34.50734078400649,17.477943497593724,Healthy,Late Lactation,Calving,Two times a day,34.36267542015153,49.1922536569066,Barn,16.21032973172744,0.8243609190339907
Ayrshire,7,22.182884006903645,34.887346763466745,18.102585866995312,Healthy,Late Lactation,Calving,Two times a day,18.76601452889345,69.98065660627122,Barn,19.530039472920247,11.68536404129002
Ayrshire,5,19.911449342913663,41.88782087944379,14.138274653207958,Unhealthy,Early Lactation,Calving,Three times a day,15.360541007533591,65.22236937382954,Barn,12.893445721445687,0.9713330611859194
Holstein,5,25.25944707228649,36.92168267830969,12.041665591682431,Healthy,Early Lactation,Calving,Three times a day,22.505119083394995,69.98397764483049,Pasture,5.5573380028778825,12.074534350702617
Holstein,3,21.817338643417433,40.96227043067713,10.423422787723839,Healthy,Early Lactation,Pregnant,Three times a day,29.115448961510356,57.49390289730379,Pasture,19.93345217105584,16.008217249873564
Ayrshire,5,28.397264010331746,32.219762210487524,15.797261570972248,Healthy,Mid-Lactation,Post-Calving,Three times a day,18.318796161713944,77.30564250215939,Barn,17.86533272534155,11.699834974038373
Guernsey,3,29.920043248303543,42.7883667285233,14.529110702676107,Unhealthy,Late Lactation,Pregnant,Three times a day,25.226936903339652,65.2988880964591,Pasture,10.267612925605878,19.94043609123394
Jersey,7,27.029133151386873,40.66327075023479,19.48744395149711,Unhealthy,Mid-Lactation,Pregnant,Two times a day,28.25571593698267,51.53183218217025,Pasture,16.506425696836676,9.11733000360866
Ayrshire,3,19.085780343444608,43.60414213252251,10.606049077149098,Unhealthy,Early Lactation,Pregnant,Three times a day,29.37319427417561,65.53820282608575,Pasture,16.316410465259338,14.97654927207975
Holstein,3,21.46422714636766,31.985585685524587,16.853953434460056,Unhealthy,Late Lactation,Pregnant,Two times a day,21.585881304009003,51.47262988828125,Pasture,18.69597939346999,13.344265834838149
Guernsey,3,19.309315581188997,38.895217505408965,10.249662221200571,Healthy,Mid-Lactation,Pregnant,Three times a day,24.600711263670995,51.74529567039497,Pasture,16.8184768754692,19.82863383116176
Ayrshire,3,25.80613977350059,38.98680877560488,11.714341767105427,Healthy,Late Lactation,Calving,Two times a day,33.680141497621406,55.98394046483472,Pasture,12.87358471914329,14.264380101542102
Ayrshire,7,27.182290374669414,35.301911108201736,14.535789999228342,Unhealthy,Mid-Lactation,Calving,Three times a day,37.58915265889645,74.09721670276477,Barn,12.186074379130147,3.280614629187788
Guernsey,7,29.108097970568544,36.87699636853887,14.548724428028681,Unhealthy,Early Lactation,Post-Calving,Three times a day,35.68512794683817,60.01191497575968,Barn,9.347145766632234,19.110354128344817
Ayrshire,5,23.25806815694385,30.5697234493478,16.85700542933644,Unhealthy,Mid-Lactation,Pregnant,Three times a day,28.542804041602366,67.1560336892083,Barn,12.529712799415147,13.355544528915226
Guernsey,7,28.816507795061334,41.18790057940518,19.102130348677566,Unhealthy,Late Lactation,Post-Calving,Three times a day,24.847027270654717,55.67870961097852,Pasture,15.904331730607655,1.1867646161277978
Jersey,7,28.53469390849593,38.23983719104761,16.39032158914921,Healthy,Late Lactation,Calving,Three times a day,22.99095874491404,50.54421759227526,Barn,19.380752526051065,13.151366115692248
Guernsey,5,21.806348601184784,30.866115778037607,19.53535097851509,Unhealthy,Late Lactation,Calving,Three times a day,17.998957586016434,78.18560642864925,Barn,9.345747163642402,17.6623881334955
Guernsey,7,28.426807506486853,40.211338394407285,18.816156398779974,Unhealthy,Late Lactation,Calving,Two times a day,17.55722993318671,64.14324988492251,Barn,11.473064059775142,11.540837239800501
Guernsey,3,22.50806702258072,37.00173115846782,15.844997955307903,Unhealthy,Early Lactation,Pregnant,Three times a day,31.520582997927786,77.35805354330873,Pasture,8.896109901175635,7.080392760640224
Ayrshire,3,21.562431294723368,30.516918891375,18.337919509188275,Unhealthy,Mid-Lactation,Pregnant,Two times a day,21.23506598810785,48.1365200879326,Barn,13.369772419668081,16.41819268141232
Ayrshire,5,25.78889590553272,44.54411590272143,16.42577610323634,Unhealthy,Early Lactation,Calving,Three times a day,21.111880474378722,45.87576655651731,Pasture,12.598410081225191,15.650240164116589
Guernsey,5,21.940574734620974,44.23668214634161,10.785578309237271,Unhealthy,Early Lactation,Post-Calving,Two times a day,38.95668130746685,74.23291628495615,Barn,0.356675803872466,10.883643084626016
Ayrshire,5,25.56250497994973,37.69353624220796,17.4056472325951,Unhealthy,Early Lactation,Post-Calving,Two times a day,19.51022298897109,67.23668850469005,Barn,10.823231182013169,3.0872353979180067
Holstein,3,25.317981665984334,31.405086310588654,10.949084412673463,Healthy,Late Lactation,Calving,Two times a day,18.553434227731913,47.463139970145654,Barn,1.7697379139802805,5.019729710463627
Holstein,7,24.761267128181505,41.31931832397888,15.940827805697124,Healthy,Late Lactation,Post-Calving,Two times a day,17.368445466238093,50.77438802654151,Pasture,0.5276723601107669,14.769679443722115
Ayrshire,3,22.56503645079357,37.378966501585936,17.02640205858229,Healthy,Late Lactation,Calving,Two times a day,28.91532828400311,72.02655766101245,Pasture,15.823943241693964,16.12164330789855
Ayrshire,5,24.58199665981772,34.5367121743407,10.665276082108551,Healthy,Mid-Lactation,Post-Calving,Two times a day,30.068731824050435,58.154744799837445,Pasture,5.1729972431860105,5.585305560819796
Guernsey,7,25.15782569982506,37.37127266292835,12.307946539265318,Healthy,Late Lactation,Calving,Three times a day,23.765470230165167,66.82162026024363,Pasture,6.813101545745985,7.359701543735733
Jersey,7,24.54824266194568,37.83666218108197,19.1567223226165,Healthy,Mid-Lactation,Post-Calving,Two times a day,27.849920052275227,52.734080885440434,Pasture,1.2816917520813242,1.5526377049959028
Ayrshire,3,23.333033433014418,38.44067548533509,16.163144922328964,Unhealthy,Late Lactation,Pregnant,Three times a day,33.9215887426779,55.24919811099507,Barn,3.5900052098870128,14.269238967329995
Holstein,5,18.176004684555167,36.618355704829895,12.462860188105315,Unhealthy,Late Lactation,Calving,Three times a day,34.63450003972196,79.6285023449242,Barn,15.312096365155847,0.07155089200062692
Guernsey,3,25.044740492413812,39.08632954708585,16.906797711480067,Healthy,Early Lactation,Calving,Two times a day,37.98988981717556,49.904683486988745,Pasture,9.870616604652419,0.9308304243813614
Ayrshire,7,20.021332621712634,43.78102065909566,15.967764199616896,Unhealthy,Early Lactation,Post-Calving,Two times a day,34.78243166214899,60.25825508146056,Pasture,17.61336925100297,0.08688135568179822
Holstein,3,25.710911627366276,35.43402130647887,15.015756999179484,Healthy,Early Lactation,Calving,Three times a day,28.556194481218238,73.77609372762129,Barn,7.944842629336703,12.906391666752334
Holstein,3,27.11213193507439,40.885746948299236,19.761869749880837,Unhealthy,Mid-Lactation,Calving,Two times a day,19.311767180084303,49.56892854663432,Pasture,5.374014715085364,8.347742554010932
Jersey,5,24.005343709568898,43.41678835236348,16.834537774075088,Unhealthy,Mid-Lactation,Calving,Two times a day,17.394325384868218,56.60855026737323,Barn,6.951996289173019,5.950935226866605
Guernsey,5,24.508363979756858,36.83968913639905,13.754411096679126,Unhealthy,Late Lactation,Pregnant,Two times a day,16.30828535786062,64.60365149479954,Pasture,14.25543587033809,18.254020207142208
Guernsey,7,29.417742715991892,36.65183754572856,18.00073432076868,Unhealthy,Mid-Lactation,Pregnant,Two times a day,30.99661996284921,59.2475260590041,Barn,11.100113446689722,3.856055893532133
Jersey,3,28.166008336470888,39.03175478032169,18.845832929211877,Unhealthy,Late Lactation,Post-Calving,Two times a day,34.38087012955184,58.3800906628127,Pasture,18.083824151048557,7.787360207628011
Jersey,3,28.97083819141764,38.87110139133732,11.252205595168315,Unhealthy,Mid-Lactation,Pregnant,Two times a day,27.208414816417896,54.50038925288494,Pasture,12.043375387777665,18.806236018555033
Guernsey,3,27.765195459835038,42.098840134894154,12.005529778452665,Healthy,Mid-Lactation,Post-Calving,Two times a day,16.31314019600736,63.465853110997,Barn,9.860364169630063,8.542131256740848
Guernsey,7,19.307020102160777,37.14725075667439,12.162270091277797,Healthy,Mid-Lactation,Pregnant,Three times a day,27.851293790192116,64.9749079169444,Barn,15.715054477734657,11.093873712941155
Ayrshire,7,19.787902271642338,44.94184424459162,16.912118093865402,Unhealthy,Early Lactation,Post-Calving,Two times a day,37.457982276589206,66.1315816360545,Pasture,18.950677014668905,1.6067373313897515
Ayrshire,5,24.319485567227517,30.89207353300921,16.030395550532834,Healthy,Mid-Lactation,Pregnant,Three times a day,29.34271658237905,42.814724316241175,Pasture,7.116918224899411,15.803327737869246
Jersey,5,20.95283590557598,30.047517728710528,16.18991564698588,Unhealthy,Early Lactation,Pregnant,Three times a day,34.426259723107556,65.24136702848196,Barn,4.9975242033095535,8.455175541764763
Ayrshire,5,23.72034570049391,39.60297467339436,19.40773299689501,Healthy,Early Lactation,Post-Calving,Three times a day,34.20366356140201,78.12948715124932,Pasture,12.324347925882783,16.010302491969668
Holstein,3,22.7323838858202,34.47652368542815,17.759115328073058,Unhealthy,Mid-Lactation,Calving,Three times a day,37.37109839473567,61.639449421123345,Barn,9.97745642307762,5.075952851119842
Ayrshire,3,24.59297086116544,33.60573583049226,11.279369245117831,Healthy,Late Lactation,Calving,Two times a day,33.48549037559696,68.61068330036977,Barn,19.78371149729567,8.449575011228202
Ayrshire,5,26.96250859362987,34.67848620006421,13.47507082425181,Unhealthy,Late Lactation,Pregnant,Three times a day,32.94481233631415,62.26929231036871,Pasture,9.247235682954667,15.730978727300206
Holstein,3,26.585890885191294,33.840713476574315,14.353936461757357,Healthy,Late Lactation,Post-Calving,Three times a day,20.618463959295376,74.18962474367915,Barn,1.4866310272069172,19.477555340872794
Jersey,5,24.254809589824013,30.46185074490672,13.95961588747605,Unhealthy,Mid-Lactation,Calving,Three times a day,16.438203727705954,77.18332378390275,Barn,19.54738121555272,1.1925104877453774
Holstein,7,27.868721025804696,44.57299563585883,16.69308609161879,Healthy,Late Lactation,Post-Calving,Three times a day,27.422387161291386,47.36879597185437,Pasture,16.8717389118708,16.249123548378087
Ayrshire,5,23.1703450984564,33.31118232679172,18.918931032565624,Unhealthy,Early Lactation,Calving,Three times a day,17.986420990722124,57.47440146228506,Barn,3.565002879159267,6.013781352542205
Jersey,7,28.760571478081467,41.010446438839594,13.06051463522788,Unhealthy,Late Lactation,Post-Calving,Two times a day,38.09270103067179,55.69528403730885,Barn,18.092105062257385,11.014865617821442
Ayrshire,3,18.855363240661966,41.43894592041263,15.518771364211856,Unhealthy,Mid-Lactation,Pregnant,Two times a day,21.958194303192684,56.208604931971145,Barn,6.8133364164348915,5.801845299014959
Holstein,5,29.455920360399688,43.938860970108436,17.89409421913586,Healthy,Late Lactation,Post-Calving,Three times a day,35.47066088122303,45.02096724911504,Barn,7.5422396906888896,12.268909451359804
Holstein,3,25.856316977176178,30.4582418564007,14.162180588453493,Healthy,Early Lactation,Calving,Two times a day,24.302991004859024,72.54462903922877,Pasture,18.127829647243185,7.076056612879511
Ayrshire,7,22.56089410724646,43.080725076705114,11.68118128399296,Healthy,Mid-Lactation,Pregnant,Two times a day,22.75666199657706,41.43064972059741,Barn,10.602311300706306,6.67229781955363
Guernsey,7,20.365849518874526,37.908392712597006,14.749509652637482,Unhealthy,Late Lactation,Post-Calving,Three times a day,37.44380573703891,61.129064309086274,Pasture,2.755258587970393,0.7587662587187105
Guernsey,7,23.750198753323197,39.48816164948742,10.552225207430284,Healthy,Mid-Lactation,Calving,Three times a day,23.719741730069376,66.47513552178765,Barn,7.3811231868360805,2.939208118076231
Holstein,3,20.33469987822361,39.6670541568155,19.423834540022767,Unhealthy,Mid-Lactation,Pregnant,Three times a day,24.366909807915274,48.29877752235509,Pasture,14.441948925357615,18.341563977309576
Holstein,3,19.995979292917706,42.29696707477091,10.74821205194973,Healthy,Mid-Lactation,Post-Calving,Two times a day,17.54620271070982,76.23400768395183,Barn,3.4836837613603344,19.965548577464926
Guernsey,3,25.408221088955692,35.00110983238666,14.384567152505781,Healthy,Late Lactation,Calving,Three times a day,31.090719966780224,73.54196828099172,Pasture,11.804623948127176,15.610411517392128
Guernsey,3,24.277016694981416,40.9957678478999,15.298812610885262,Healthy,Mid-Lactation,Post-Calving,Two times a day,21.932145947460324,58.84334917935701,Barn,13.905482658888337,5.736252495469736
Ayrshire,7,26.0411524153313,37.92867164583296,19.853038322872855,Healthy,Late Lactation,Post-Calving,Two times a day,29.054500028148173,56.445957293605545,Barn,6.877071510851587,8.048902768871852
Ayrshire,7,29.15527052906387,41.900910214580215,11.660218236428609,Unhealthy,Early Lactation,Pregnant,Two times a day,29.192440897277027,49.462717008444,Barn,13.877613774166447,14.790069098121654
Guernsey,5,24.387122560068484,44.858190491552,11.144315186123585,Healthy,Late Lactation,Pregnant,Three times a day,32.26079269429841,69.19972898579854,Barn,17.684147036586374,19.370271137663963
Ayrshire,5,24.971184639153574,33.009765261056415,10.087061470625436,Healthy,Early Lactation,Calving,Two times a day,32.88579566813859,45.26975198527857,Pasture,9.442334884664819,9.109423414587352
Ayrshire,3,19.075516069859304,44.91972962339997,11.555714368693023,Unhealthy,Late Lactation,Pregnant,Three times a day,27.346858425636945,67.20951015375132,Pasture,7.658186563595713,16.590448305767495
Jersey,7,26.611629430903555,31.34718231424161,12.072729790676675,Unhealthy,Mid-Lactation,Calving,Three times a day,22.943806742481673,73.69827944473654,Barn,5.023168027165714,19.50137845197434
Ayrshire,7,22.798862481649874,30.03476321857221,16.30580941583092,Healthy,Late Lactation,Post-Calving,Three times a day,35.09882147603361,49.138863036680945,Pasture,12.084109597266083,17.469463421120086
Holstein,7,29.720702863950947,30.66242904266747,12.197067903914004,Healthy,Mid-Lactation,Post-Calving,Three times a day,22.436775585803634,74.65709611595025,Barn,17.59704096077432,4.542994935426538
Ayrshire,5,27.878088187147924,35.126736071051425,10.205208147293252,Unhealthy,Early Lactation,Calving,Three times a day,27.180218267263953,41.33292797758034,Barn,6.493225343703881,0.1606372775124587
Ayrshire,5,24.269772486193418,39.49359496017651,18.266183455024887,Unhealthy,Late Lactation,Post-Calving,Two times a day,24.630061996889474,76.51149541546101,Pasture,7.92471049074607,9.841634107768302
Guernsey,7,19.478671850065993,31.035443113317744,13.655957010039668,Unhealthy,Mid-Lactation,Pregnant,Two times a day,35.52188126327252,44.73448911405192,Pasture,8.132510350999677,10.627216633905336
Holstein,7,28.312989519367072,30.08498721794351,13.53696686580734,Healthy,Early Lactation,Post-Calving,Two times a day,25.366044747499892,65.8303671175213,Pasture,11.216246835550344,4.0250072910233925
